edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh79,B67.01.01,7.04.01,62.18.05,Measuring Faithfulness in Chain-of-Thought Reasoning,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,"Lanham's intervention tests measure whether the final answer actually depends on the stated CoT - a direct, behaviourally-validated faithfulness measure."
bmh80,B68.01.01,7.04.01,62.18.05,Reasoning Models Don't Always Say What They Think,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,validated-against-downstream,probable,claude,1,Hint-verbalization rate captures one key facet of CoT faithfulness (does the model disclose cues that changed its answer); strong but partial proxy. Validated by checking answer changes.
bmh81,B69.01.01,7.04.02,65.17.03,Do Models Explain Themselves? Counterfactual Simulatability of Natural Language Explanations,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,Counterfactual simulatability directly measures whether a self-explanation lets one predict the model's outputs - the core of faithful self-explanation. Validated against actual counterfactual outputs.
bmh82,B70.01.01,7.04.02,65.17.03,Are self-explanations from Large Language Models faithful?,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,Madsen measures interpretability-faithfulness of self-explanations via self-consistency across explanation types - a direct probe of the harm.
bmh83,B71.01.01,7.04.02,65.17.03,On Measuring Faithfulness or Self-consistency of Natural Language Explanations,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,face-validity-only,probable,claude,1,"CC-SHAP / Comparative Consistency Bank measure self-consistency of explanations (a measurable lower bound on faithfulness); strong proxy, as authors note self-consistency != full inner-faithfulness."
bmh84,B72.01.01,7.04.03,65.17.04,Measuring Attribution in Natural Language Generation Models (AIS),Output risks (Explainability) ,Unreliable source attribution ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,AIS directly evaluates whether a generated statement is supported by an identified source - the core of reliable source attribution.
bmh85,B73.01.01,7.04.03,65.17.04,AttributionBench: How Hard is Automatic Attribution Evaluation?,Output risks (Explainability) ,Unreliable source attribution ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,AttributionBench directly tests whether each claim is fully supported by its cited evidence; metrics validated against human attribution annotations.
bmh86,B74.01.01,7.04.03,65.17.04,DATE-LM: Benchmarking Data Attribution Evaluation for Large Language Models,Output risks (Explainability) ,Unreliable source attribution ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,face-validity-only,probable,claude,1,DATE-LM evaluates tracing outputs to influential training data - matches the MIT sense of source attribution to training data; strong proxy for output->source traceability.
bmh87,B75.01.01,7.04.01,62.18.05,C2-Faith: Benchmarking LLM Judges for Causal and Coverage Faithfulness in Chain-of-Thought Reasoning,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,C2-Faith scores causal and coverage faithfulness of CoT steps directly via controlled perturbations.
bmh88,B76.01.01,7.04.01,62.18.05,Measuring Chain of Thought Faithfulness by Unlearning Reasoning Steps,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,"FUR measures parametric faithfulness by unlearning steps and observing prediction changes - a direct, behaviour-validated test."
bmh89,B77.01.01,7.04.01,62.18.05,Mechanistic Evidence for Faithfulness Decay in Chain-of-Thought Reasoning,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,NLDD measures whether each step is load-bearing via confidence decay under corruption - direct step-faithfulness measure.
bmh90,B78.01.01,7.04.01,62.18.05,Are DeepSeek R1 And Other Reasoning Models More Faithful?,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,validated-against-downstream,probable,claude,1,Cue-articulation captures whether the model discloses cues that changed its answer - a strong but partial CoT-faithfulness facet.
bmh91,B79.01.01,7.04.01,62.18.05,A Chain-of-Thought Is as Strong as Its Weakest Link: A Benchmark for Verifiers of Reasoning Chains (REVEAL),Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,face-validity-only,probable,claude,1,REVEAL benchmarks step-level verification (relevance/attribution/logic) of reasoning chains - measures verifiable faithfulness of stated reasoning.
bmh92,B80.01.01,7.04.01,62.18.05,Making Reasoning Matter: Measuring and Improving Faithfulness of Chain-of-Thought Reasoning,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,FRODO uses causal mediation to test whether stated steps actually drive the answer - direct faithfulness measurement.
bmh93,B81.01.01,7.04.01,62.18.05,Lie to Me: How Faithful Is Chain-of-Thought Reasoning in Reasoning Models?,Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,validated-against-downstream,probable,claude,1,Hint-acknowledgement rate across 12 models is a strong proxy for CoT faithfulness; validated by checking hint-induced answer changes.
bmh94,B82.01.01,7.04.01,62.18.05,Language Models Are Greedy Reasoners: A Systematic Formal Analysis of Chain-of-Thought (PrOntoQA),Model Evaluations (Interpretability/Explainability) ,Model outputs inconsistent with chain-of-thought reasoning,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,face-validity-only,probable,claude,1,PrOntoQA enables formal proof analysis of whether CoT steps are valid and used - strong proxy (validity/use rather than full inner faithfulness).
bmh95,B83.01.01,7.04.02,65.17.03,Do LLM Self-Explanations Help Users Predict Model Behavior? Evaluating Counterfactual Simulatability with Pragmatic Perturbations,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,Counterfactual simulatability (pragmatic perturbations) directly measures whether self-explanations let observers predict outputs. Validated against actual counterfactual outputs.
bmh96,B84.01.01,7.04.02,65.17.03,LLMs Don't Know Their Own Decision Boundaries: The Unreliability of Self-Generated Counterfactual Explanations,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,validated-against-downstream,probable,claude,1,SCE validity/minimality probes whether self-generated counterfactual explanations track the model's real decision boundary - strong proxy for self-explanation faithfulness.
bmh97,B85.01.01,7.04.02,65.17.03,A Positive Case for Faithfulness: LLM Self-Explanations Help Predict Model Behavior,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,"NSG directly measures how much a self-explanation improves prediction of the model's own behavior across 7,000 counterfactuals."
bmh98,B86.01.01,7.04.02,65.17.03,Evaluating the Reliability of Self-Explanations in Large Language Models,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,Randl evaluates whether extractive/counterfactual self-explanations follow the model's actual decision process - direct faithfulness probe.
bmh99,B87.01.01,7.04.02,65.17.03,Counterfactual Simulatability of LLM Explanations for Generation Tasks,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,Extends counterfactual simulatability to generation tasks - directly measures self-explanation faithfulness for free-form outputs.
bmh100,B88.01.01,7.04.02,65.17.03,Verbosity Tradeoffs and the Impact of Scale on the Faithfulness of LLM Self-Explanations,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,phi-CCT / F-AUROC are intervention-based counterfactual-faithfulness metrics evaluated at scale (75 models).
bmh101,B89.01.01,7.04.02,65.17.03,FaithLM: Towards Faithful Explanations for Large Language Models,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,"FaithLM's contrary-hint intervention is a direct, theoretically grounded estimator of explanation faithfulness."
bmh102,B90.01.01,7.04.02,65.17.03,The Probabilities Also Matter: A More Faithful Metric for Faithfulness of Free-Text Explanations in LLMs,Output risks (Explainability) ,Unexplainable output ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,validated-against-downstream,probable,claude,1,CCT/CEF measure faithfulness via the full label-distribution shift under input interventions - a refined direct measure.
bmh103,B91.01.01,7.04.03,65.17.04,Automatic Evaluation of Attribution by Large Language Models,Output risks (Explainability) ,Unreliable source attribution ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,direct,face-validity-only,probable,claude,1,"Yue directly evaluates whether a statement is fully supported by its cited reference, with an attribution-error taxonomy."
bmh104,B92.01.01,7.04.03,65.17.04,Towards Verifiable Generation: A Benchmark for Knowledge-aware Language Model Attribution (KaLMA),Output risks (Explainability) ,Unreliable source attribution ,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,strong-proxy,face-validity-only,probable,claude,1,"KaLMA scores attribution of outputs to a knowledge graph (citation quality, text-citation alignment) - strong proxy for reliable source attribution."
